Movie,['Director(s)'],['Cast']
L'Enfant (The Child),"['Jean-Pierre Dardenne', 'Luc Dardenne']","['Anne Gerard', 'Bernard Marbaix', 'Delphine Tomson', 'Fabrizio Rongione', 'François Olivier', 'Frédéric Bodson', 'Jean-Claude Boniverd', 'Jérémie Segard', 'Leon Michaux', 'Marie-Rose Roland', 'Olivier Gourmet', 'Samuel De Ryck', 'Stéphane Marsin', 'Déborah François', 'Jérémie Renier']"
Jane Fonda in Five Acts,['Susan Lacy'],"['Mary Luana Williams', 'Dick Cavett', 'Jane Fonda', 'Lily Tomlin', 'Mary Luana Williams', 'Nathalie Vadim', 'Paula Weinstein', 'Richard Nixon', 'Robert Redford', 'Ted Turner', 'Tom Hayden', 'Troy Garity']"
The Conversation,['Francis Ford Coppola'],"['Allen Garfield', 'Cindy Williams', 'Elizabeth MacRae', 'Frederic Forrest', 'Gian-Carlo Coppola', 'Harrison Ford', 'Mark Wheeler', 'Michael Higgins', 'Phoebe Alexander', 'Ramon Bieri', 'Robert Duvall', 'Robert Shields', 'Teri Garr', 'Gene Hackman', 'John Cazale']"
Newtown,['Kim A. Snyder'],[]
Poetry,['Chang-dong Lee'],"['Da-wit Lee', 'Hira Kim', 'Jeong-hie Yun', 'Nae-sang Ahn', 'Yong-taek Kim']"
Restless Creature: Wendy Whelan,"['Adam Schlesinger', 'Linda Saffire']","['Wendy Whelan', 'Wendy Whelan']"
Birdman or (The Unexpected Virtue of Ignorance),['Alejandro González Iñárritu'],"['Akira Ito', 'Amy Ryan', 'And Palladino', 'Andrea Riseborough', 'Anna Hardwick', 'Benjamin Kanes', 'Bill Camp', 'Bomber Hurley-Smith', 'Carrie Ormond', 'Clark Middleton', 'Damian Young', 'David Fierro', 'David Itchkawitz', 'Dusan Dukic', 'Edward Norton', 'Emma Stone', 'Jamahl Garrison-Lowe', 'Jeremy Shamos', 'Joel Garland', ""Katherine O'Sullivan"", 'Keenan Shimizu', 'Kelli Wilcoxen', 'Kelly Southerland', 'Kenny Chin', 'Lindsay Duncan', 'Marian Volk', 'Merritt Wever', 'Michael Keaton', 'Naomi Watts', 'Natalie Gold', 'Paula Blum', 'Raymond Mamrak', 'Stefanie Bari', 'Stefano Villabona', 'Teena Byrd', 'Zach Galifianakis', 'Amy Ryan', 'Andrea Riseborough', 'Edward Norton', 'Emma Stone', 'Michael Keaton', 'Naomi Watts', 'Zach Galifianakis']"
Little Women,['Gillian Armstrong'],"['Christian Bale', 'Corrie Clark', 'Eric Stoltz', 'Florence Patterson', 'Gabriel Byrne', 'John Neville', 'Mary Wickes', 'Rebecca Toolan', 'Robin Collins', 'Samantha Mathis', 'Trini Alvarado', 'Claire Danes', 'Kirsten Dunst', 'Susan Sarandon', 'Winona Ryder']"
Shakespeare in Love,['John Madden'],"['Antony Sher', 'Bridget McConnell', 'Georgie Glen', 'Judi Dench', 'Martin Clunes', 'Nicholas Boulton', 'Patrick Barlow', 'Sandra Reinton', 'Simon Callow', 'Steven Beard', ""Steven O'Donnell"", 'Tim McMullan', 'Tom Wilkinson', 'Geoffrey Rush', 'Joseph Fiennes']"
The Awful Truth,['Leo McCarey'],"['Al Bridge', 'Claud Allister', 'Mary Forbes', 'Ruth Cherrington', 'Wyn Cahoon', ""Alexander D'Arcy"", 'Cary Grant', 'Cecil Cunningham', 'Esther Dale', 'Irene Dunne', 'Joyce Compton', 'Molly Lamont', 'Ralph Bellamy', 'Robert Allen', 'Robert Warwick']"
Can You Ever Forgive Me?,['Marielle Heller'],"['Alice Kremelberg', 'Anna Deavere Smith', 'Anne Hollister', 'Ben Rauch', 'Brandon Scott Jones', 'Dolly Wells', 'Joanna Adler', 'Kevin Carolan', 'Marc Evan Jackson', 'Marcus Choi', 'Mary B. McCann', 'Michael Cyril Creighton', 'Michael Laurence', 'Moisés Acevedo', 'Rosal Colon', ""Shae D'Lyn"", 'Stephen Spinella', 'Tiffany Blair', 'Alice Kremelberg', 'Anna Deavere Smith', 'Ben Falcone', 'Christian Navarro', 'Dolly Wells', 'Erik LaRay Harvey', 'Gregory Korostishevsky', 'Jane Curtin', 'Jennifer Westfeldt', 'Joanna Adler', 'Julie Ann Emery', 'Marc Evan Jackson', 'Melissa McCarthy', 'Michael Cyril Creighton', 'Pun Bandhu', 'Richard E. Grant', ""Shae D'Lyn"", 'Stephen Spinella']"
Wolfwalkers,"['Ross Stewart', 'Tomm Moore']","['Ben Andrews', 'Gilly Fogg', 'Jerome Burelbach', 'Jon Kenny', 'Michael McGrath', 'Niamh Moyles', 'Nora Twomey', 'Oliver McGrath', 'Paul Young', 'Vince Drews', 'Amy Dunne', 'Eva Whittaker', 'Honor Kneafsey', 'John Morton', 'Jon Kenny', 'Maria Doyle Kennedy', 'Niamh Moyles', 'Nora Twomey', 'Oliver McGrath', 'Paul Young', 'Sean Bean', 'Simon McBurney', 'Tommy Tiernan']"
It Happened One Night,['Frank Capra'],"['Harry C. Bradley', 'Irving Bacon', 'Jessie Arnold', 'Ward Bond', 'William Bailey', 'Alan Hale', 'Arthur Hoyt', 'Blanche Friderici', 'Charles C. Wilson', 'Clark Gable', 'Claudette Colbert', 'Ernie Adams', 'Jameson Thomas', 'Roscoe Karns', 'Walter Connolly']"
The Body Remembers When the World Broke Open,"['Elle-Máijá Tailfeathers', 'Kathleen Hepburn']","['Anesha Bailey', 'Charles Jarman', 'Glenn Cho', 'Joan Boisjoly', 'Paul Jarrett', 'Aidan Dee', 'Anthony Bolognese', 'Barbara Eve Harris', 'Charlie Hannah', 'Elle-Máijá Tailfeathers', 'James Angus Cowan', 'Jay Cardinal Villeneuve', 'Sonny Surowiec', 'Tony Massil', 'Violet Nelson']"
The Missing Picture,['Rithy Panh'],['Randal Douc']
"I Travel Because I Have to, I Come Back Because I Love You","['Karim Ainouz', 'Marcelo Gomes']",['Irandhir Santos']
The Invisible Man,['James Whale'],"['Donald Stuart', 'Merle Tottenham', 'Robert Adair', 'Ted Billings', 'Walter Brennan', 'Claude Rains', 'Dudley Digges', 'E.E. Clive', 'Forrester Harvey', 'Gloria Stuart', 'Harry Stubbs', 'Henry Travers', 'Holmes Herbert', ""Una O'Connor"", 'William Harrigan']"
Scarface,"['Howard Hawks', 'Richard Rosson']","['Edwin Maxwell', 'Eugenie Besserer', 'Gus Arnheim', 'Henry Armetta', 'Inez Palange', 'Ann Dvorak', 'Boris Karloff', 'C. Henry Gordon', 'George Raft', 'Karen Morley', 'Osgood Perkins', 'Paul Muni', 'Purnell Pratt', 'Tully Marshall', 'Vince Barnett']"
Of Men and War,['Laurent Bécue-Renard'],[]
The Long Goodbye,['Robert Altman'],"['Enrique Lucero', 'Jack Knight', 'Pancho Córdova', 'Pepe Callahan', 'Vincent Palmieri', 'David Arkin', 'Elliott Gould', 'Henry Gibson', 'Jim Bouton', 'Jo Ann Brody', 'Mark Rydell', 'Nina van Pallandt', 'Stephen Coit', 'Sterling Hayden', 'Warren Berlinger']"
Imitation of Life,['Douglas Sirk'],"['Ann Robinson', 'David Tomack', 'Lee Goodman', 'Sandra Gould', 'Troy Donahue', ""Dan O'Herlihy"", 'John Gavin', 'John Vivyan', 'Juanita Moore', 'Karin Dicker', 'Lana Turner', 'Robert Alda', 'Sandra Dee', 'Susan Kohner', 'Terry Burnham']"
Pain and Glory,['Pedro Almodóvar'],"['Agustín Almodóvar', 'Alba García', 'César Vicente', 'Eva Martín', 'Julián López', 'Pedro Casablanc', 'Raúl Arévalo', 'Sara Sierra', 'Susi Sánchez', 'Agustín Almodóvar', 'Antonio Banderas', 'Asier Etxeandia', 'Asier Flores', 'Cecilia Roth', 'César Vicente', 'Eva Martín', 'Julián López', 'Julieta Serrano', 'Leonardo Sbaraglia', 'Nora Navas', 'Penélope Cruz', 'Raúl Arévalo', 'Rosalía', 'Susi Sánchez']"
Genèse (Genesis),['Philippe Lesage'],"[""Ariane L'Heureux"", 'Guillaume Laurin', 'Jean-Simon Leduc', 'Mylène Mackay', 'Noémi Lira', 'Tayna V. Lavoie', 'Antoine Marchand Gagnon', ""Ariane L'Heureux"", 'Brett Dier', 'Émile Bilodeau', 'Emilie Bierre', 'Étienne Galloy', 'Marc Beaupré', 'Marie Jasmina', 'Noée Abita', 'Paul Ahmarani', 'Pier-Luc Funk']"
The Farthest,['Emer Reynolds'],"['Frank Locatell', 'Heidi Hammel', 'James F. Bell', 'Jon Lomberg', 'Suzanne Dodd', 'Carolyn Porco', 'Charley Kohlhase', 'Edward Stone', 'Fran Bagenal', 'Frank Drake', 'John Casani', 'Larry Soderblom', 'Lawrence Krauss', 'Nick Sagan', 'Timothy Ferris']"
Gomorrah,['Matteo Garrone'],"['Angelo Aliberti', 'Antonio Aiello', 'Antonio Amato', 'Carmine Paternoster', 'Ciro Petrone', 'Denis Bajrami', 'Dora Angelone', 'Gigio Morra', 'Marco Macor', 'Maria Nazionale', 'Salvatore Cantalupo', 'Vincenzo Altamura', 'Gianfelice Imparato', 'Salvatore Abruzzese', 'Toni Servillo']"
Days,['Ming-liang Tsai'],"['Anong Houngheuangsy', 'Kang-sheng Lee']"
To Be and to Have,['Nicolas Philibert'],"['Alizé', 'Axel', 'Franck', 'Georges Lopez', 'Guillaume', 'Jessie', 'Johan', 'Johann', 'Jonathan', 'Julien', 'Laura', 'Létitia', 'Marie-Elizabeth', 'Nathalie', 'Olivier']"
Halloween,['John Carpenter'],"['Adam Hollander', 'Arthur Malet', 'Brent Le Page', 'Brian Andrews', 'Charles Cyphers', 'John Michael Graham', 'Kyle Richards', 'Mickey Yablans', 'Nancy Kyes', 'Nancy Stephens', 'P.J. Soles', 'Robert Phalen', 'Donald Pleasence', 'Jamie Lee Curtis', 'Tony Moran']"
Eraserhead,['David Lynch'],"['Darwin Joston', 'Hal Landon Jr.', 'Jennifer Chambers Lynch', 'John Monez', 'T. Max Graham', 'Allen Joseph', 'Charlotte Stewart', 'Jack Fisk', 'Jack Nance', 'Jean Lange', 'Jeanne Bates', 'Judith Roberts', 'Laurel Near', 'Thomas Coulson', 'V. Phipps-Wilson']"
The Velvet Underground,['Todd Haynes'],"['Amy Taubin', 'Angus MacLise', 'Danny Fields', 'Doug Yule', 'Henry Flynt', 'La Monte Young', 'Martha Morrison', 'Maureen Tucker', 'Merrill Reed Weiner', 'Richard Mishkin', 'Sterling Morrison', 'Allen Ginsberg', 'Amy Taubin', 'Barbara Walters', 'Danny Fields', 'Doug Yule', 'Jackson Browne', 'John Cale', 'John Waters', 'Jonas Mekas', 'Jonathan Richman', 'La Monte Young', 'Lou Reed', 'Mary Woronov', 'Maureen Tucker', 'Merrill Reed Weiner', 'Sterling Morrison']"
Medium Cool,['Haskell Wexler'],"['Beverly Younger', 'Doug Kimball', 'Edward Croke', 'Marrian Walters', 'Peter Boyle', 'Bob McAndrew', 'Charles Geary', 'Christine Bergstrom', 'Harold Blankenship', 'Marianna Hill', 'Peter Bonerz', 'Robert Forster', 'Sid McCoy', 'Verna Bloom', 'William Sickingen']"
Attica,['Stanley Nelson'],['Clarence B. Jones']
Can You Bring It: Bill T. Jones and D-Man in the Waters,"['Rosalynde LeBlanc', 'Tom Hurwitz']",['Bill T. Jones']
Alcarràs,['Carla Simón'],"['Joel Rovira', 'Ainet Jounou', 'Albert Bosch', 'Anna Otin', 'Berta Pipó', 'Carles Cabós', 'Isaac Rovira', 'Jordi Pujol Dolcet', 'Josep Abad', 'Montse Oró', 'Xènia Roset']"
Fire at Sea,['Gianfranco Rosi'],"['Francesco Mannino', 'Francesco Paterna', 'Giuseppe Fragapane', 'Maria Costa', 'Maria Signorello', 'Mattias Cucina', 'Pietro Bartolo', 'Samuele Caruana', 'Samuele Pucillo']"
The Fugitive,['Andrew Davis'],"['Andreas Katsulas', 'Daniel Roebuck', 'Jeroen Krabbé', 'Joe Pantoliano', 'John Drummond', 'Joseph F. Kosala', 'Julianne Moore', 'L. Scott Caldwell', 'Miguel Nino', 'Ron Dean', 'Sela Ward', 'Tom Wood', 'Tony Fosco', 'Harrison Ford', 'Tommy Lee Jones']"
F for Fake,"['François Reichenbach', 'Gary Graver', 'Oja Kodar', 'Orson Welles']","['Alexander Welles', 'Gary Graver', 'Howard Hughes', 'Joseph Cotten', 'Richard Drewett', 'Clifford Irving', 'David Walsh', 'Edith Irving', 'Elmyr de Hory', 'François Reichenbach', 'Laurence Harvey', 'Oja Kodar', 'Orson Welles', 'Paul Stewart', 'Richard Wilson']"
About Elly (2009),['Asghar Farhadi'],"['Ahmad Mehranfar', 'Golshifteh Farahani', 'Mani Haghighi', ""Marila Zare'i"", 'Peyman Moaadi', ""Ra'na Azadivar"", 'Saber Abbar', 'Shahab Hosseini', 'Taraneh Alidoosti']"
The Bridge on the River Kwai,['David Lean'],"['Ann Sears', 'Harold Goodwin', 'Heihachirô Ôkawa', 'Keiichirô Katsumoto', 'M.R.B. Chakrabandhu', 'Alec Guinness', 'André Morell', 'Geoffrey Horne', 'Jack Hawkins', 'James Donald', 'John Boxer', 'Percy Herbert', 'Peter Williams', 'Sessue Hayakawa', 'William Holden']"
Goldfinger,['Guy Hamilton'],"['Austin Willis', 'Bernard Lee', 'Bill Nagy', 'Cec Linder', 'Harold Sakata', 'Lois Maxwell', 'Martin Benson', 'Michael Mellinger', 'Nadja Regin', 'Peter Cranwell', 'Shirley Eaton', 'Tania Mallet', 'Gert Fröbe', 'Honor Blackman', 'Sean Connery']"
Ma Rainey's Black Bottom,['George C. Wolfe'],"['Antonio Fierro', 'Brent Feitl', 'Gregory Bromfield', 'James Ciesielski', 'Jordan Rhone', 'Phil Nardozzi', 'Tony Amen', 'Chadwick Boseman', 'Colman Domingo', 'Dusan Brown', 'Glynn Turman', 'Jeremy Shamos', 'Jonathan Coyne', 'Joshua Harto', 'Michael Potts', 'Taylour Paige', 'Viola Davis']"
One False Move,['Carl Franklin'],"['Cynda Williams', 'Derrick Williams', 'Earl Billings', 'Jim Metzler', 'Jimmy Bridges', 'Kevin Hunter', ""Meredith 'Jeta' Donovan"", 'Michael Beach', 'Natalie Canerday', 'Phyllis Kirklin', 'Phyllis Sutton', 'Robert Anthony Bell', 'Robert Ginnaven', 'Bill Paxton', 'Billy Bob Thornton']"
En el Séptimo Día (On the Seventh Day),['Jim McKay'],"['Alex Halpern', 'Christopher Gabriel Núñez', 'Delfino Solis', 'Donal Brophy', 'Ernesto Lucero', 'Abel Perez', 'Alejandro Huitzil', 'Alfonso Velazquez', 'Cristofer Huitzil', 'Eduardo Espinosa', 'Fernando Cardona', 'Genoel Ramírez', 'Gilberto Arenas', 'Gilberto Jimenez', 'Ricardo Gonzalez']"
Jane,['Brett Morgen'],['Jane Goodall']
Jaws,['Steven Spielberg'],"['Carl Gottlieb', 'Chris Rebello', 'Craig Kingsbury', 'Jay Mello', 'Jeffrey Kramer', 'Jeffrey Voorhees', 'Jonathan Filley', 'Lee Fierro', 'Lorraine Gary', 'Murray Hamilton', 'Susan Backlinie', 'Ted Grossman', 'Richard Dreyfuss', 'Robert Shaw', 'Robert Shaw', 'Roy Scheider']"
We Are the Best!,['Lukas Moodysson'],"['Alexander Karlsson', 'Alvin Strollo', 'Ann-Sofie Rase', 'Anna Rydgren', 'Berndt', 'Charlie Falk', 'Clara Christiansson', 'David Dencik', 'Emrik Ekholm', 'Henrik Dahl', 'Johan Liljemark', 'Jonathan Salomonsson', 'Lena Carlsson', 'Lena Nylén', 'Lily Moodysson', 'Liv LeMoyne', 'Mads Korsgaard', 'Mattias Wiberg', 'Mira Barkhammar', 'Mira Grosin', 'Per Fenger-Krog', 'Peter Eriksson', 'Serina Bj', 'Sofi Ahlström Helleday', 'Steve Kratz', 'Vanja Engstr', 'Viveca Dahlén', 'Ylva Olaison', 'Johan Liljemark', 'Liv LeMoyne', 'Mira Barkhammar', 'Mira Grosin']"
Spartacus,['Stanley Kubrick'],"['Charles Laughton', 'Charles McGraw', 'Harold J. Stone', 'Herbert Lom', 'Jean Simmons', 'Joanna Barnes', 'John Dall', 'John Gavin', 'John Ireland', 'Nina Foch', 'Peter Brocco', 'Peter Ustinov', 'Woody Strode', 'Kirk Douglas', 'Laurence Olivier']"
Small Axe: Education,['Steve McQueen'],"['Conor Lowson', 'Eddie-Joe Robinson', 'Jaden Oshenye', 'Nathan Vidal', 'Robert Godley-Harrod', 'Calum Callaghan', 'Ciarán Owens', 'Jim Sturgeon', 'John Boyega', 'Joy Richardson', 'Marina Hayter', 'Martin Portlock', 'Stephen Boxer', 'Steve Toussaint', 'Tyrone Huntley']"
About Endlessness,['Roy Andersson'],"['Anders Hellström', 'Anton Forsdik', 'Fanny Forsdik', 'Göran Holm', 'Jessica Louthander', 'Lars Flenstedt-Waleij', 'Lars Sandström', 'Lotta Forsberg', 'Martin Serner', 'Mattias Königsson', 'Nina Törmark', 'Olivia Hatamian Sjölund', 'Stefan Karlsson', 'Thore Flygel', 'Ville Elfving', 'Amanda Davies', 'Anders Hellström', 'Ania Nova', 'Anja Broms', 'Anton Forsdik', 'Bengt Bergius', 'Bertil J. Nyberg', 'Conny Block', 'Florencio Urbano', 'Gloria Ormandlaky', 'Inger Hernmyr', 'Jan Steen', 'Jan-Eje Ferling', 'Jessica Louthander', 'Karin Engman', 'Kristina Ekmark', 'Lesley Leichtweis Bernardi', 'Lisa Blohm', 'Lotta Forsberg', 'Marie Burman', 'Martin Serner', 'Rebecka Enholm', 'Tatiana Delaunay', 'Thore Flygel']"
Back to the Future,['Robert Zemeckis'],"['Billy Zane', 'Casey Siemaszko', 'Claudia Wells', 'Crispin Glover', 'Frances Lee McCain', 'George DiCenzo', 'Harry Waters, Jr.', 'J.J. Cohen', 'James Tolkan', 'Lea Thompson', 'Marc McClure', 'Thomas F. Wilson', 'Wendie Jo Sperber', 'Christopher Lloyd', 'Michael J. Fox']"
Hope,['Maria Sødahl'],"['Alexander Mørk Eidem', 'Ingrid Bugge', 'Johannes Joner', 'Kristin Voss Hestvold', 'Terje Auli', 'Alfred Vatne', 'Andrea Bræin Hovig', 'Daniel Storm Forthun Sandbye', 'Dina Enoksen Elvehaug', 'Einar Økland', 'Eirik Hallert', 'Elli Rhiannon Müller Osbourne', 'Gjertrud L. Jynge', 'Steinar Klouman Hallert', 'Stellan Skarsgård']"
If Beale Street Could Talk,['Barry Jenkins'],"['Aunjanue Ellis', 'Brian Tyree Henry', 'Colman Domingo', 'Doris McCarthy', 'Ed Skrein', 'Emily Rios', 'Faith Logan', 'Finn Wittrock', 'Marcia Jean Kurtz', 'Pedro Pascal', 'Stephan James', 'Teyonah Parris', 'Aunjanue Ellis', 'Brian Tyree Henry', 'Colman Domingo', 'Dave Franco', 'Diego Luna', 'Dominique Thorne', 'Ebony Obsidian', 'Ed Skrein', 'Emily Rios', 'Finn Wittrock', 'KiKi Layne', 'Michael Beach', 'Pedro Pascal', 'Regina King', 'Stephan James', 'Teyonah Parris']"
My Journey Through French Cinema,['Bertrand Tavernier'],"['Antoine Duhamel', 'Bertrand Tavernier', 'Claude Chabrol', 'Eddie Constantine', 'Françoise Giroud', 'Georges de Beauregard', 'Jacques Becker', 'Jean Gabin', 'Jean-Luc Godard', 'Jean-Paul Belmondo', 'Jean-Paul Gaultier', 'Marcel Carné', 'Michel Deville', 'Raoul Coutard', 'Thierry Frémaux', 'André Marcon', 'Bertrand Tavernier', 'Claude Chabrol', 'Eddie Constantine', 'Georges de Beauregard', 'Jacques Becker', 'Jean-Paul Belmondo', 'Marcel Carné', 'Michel Deville', 'Raoul Coutard', 'Thierry Frémaux']"
Wallace & Gromit: The Curse of the Were-Rabbit,"['Nick Park', 'Steve Box']","['Dicken Ashworth', 'Edward Kelsey', 'Geraldine McEwan', 'John Thomson', 'Liz Smith', 'Mark Gatiss', 'Nicholas Smith', 'Noni Lewis', 'Pete Atkin', 'Peter Kay', 'Robert Horvath', 'Vincent Ebrahim', 'Helena Bonham Carter', 'Peter Sallis', 'Ralph Fiennes']"
The Diary of a Teenage Girl,['Marielle Heller'],"['Abby Wait', 'Alexander Skarsgård', 'Austin Lyon', 'Bel Powley', 'Carson Mell', 'Charles Lewis III', 'Christopher Meloni', 'David Fine', 'Davy Clements', 'Domino The Cat', 'Drew Benda', 'Giovanni Miller', 'John Parsons', 'Kristen Wiig', 'Madeleine Waters', 'Margarita Levieva', 'Miranda Bailey', 'Natalie Stephany Aguilar', 'Quinn Nagle', 'Samantha Hyde', 'Susannah Schulman', 'Alexander Skarsgård', 'Bel Powley', 'Christopher Meloni', 'Kristen Wiig', 'Madeleine Waters', 'Margarita Levieva']"
Elena,['Andrei Zvyagintsev'],"['Aleksey Rozin', 'Andrey Smirnov', 'Nadezhda Markina', 'Yelena Lyadova']"
All Is Lost,['J.C. Chandor'],"['Robert Redford', 'Robert Redford']"
Hereditary,['Ari Aster'],"['A.J. Moss', 'Ann Dowd', 'Austin R. Grant', 'Brock McKinney', 'Chad Wright', 'Gerry Garcia', 'Heidi Méndez', 'Jarrod Phillips', 'Jason Miyagi', 'John Forker', 'Lorenzo Silva', 'Mallory Bechtel', 'Marilyn Miller', 'Moises L. Tovar', 'Rachelle Hardy', 'Shane Morrisun', 'Zachary Arthur', 'Alex Wolff', 'Ann Dowd', 'Austin R. Grant', 'BriAnn Rachele', 'Christy Summerhays', 'Gabriel Byrne', 'Gabriel Monroe Eckert', 'Harrison Nell', 'Jake Brown', 'Jarrod Phillips', 'John Forker', 'Mallory Bechtel', 'Marilyn Miller', 'Mark Blockovich', 'Milly Shapiro', 'Morgan Lund', 'Rachelle Hardy', 'Toni Collette', 'Zachary Arthur']"
Listen to Me Marlon,['Stevan Riley'],"['Marlon Brando', 'Marlon Brando']"
Gideon's Army,['Dawn Porter'],[]
Serpico (re-release),['Sidney Lumet'],"['Albert Henderson', 'Allan Rich', 'Barbara Eda-Young', 'Biff McGuire', 'Cornelia Sharpe', 'Damien Leake', 'Edward Grover', 'Hank Garrett', 'Jack Kehoe', 'John Medici', 'Joseph Bova', 'Norman Ornellas', 'Tony Roberts', 'Al Pacino', 'John Randolph']"
Maria Full of Grace,['Joshua Marston'],"['Charles Albert Patiño', 'Evangelina Morales', 'Fabricio Suarez', 'Jaime Osorio Gómez', 'Johanna Andrea Mora', 'John Álex Toro', 'Juana Guarderas', 'Mateo Suarez', 'Rodrigo Sánchez Borhorquez', 'Victor Macias', 'Virgina Ariza', 'Wilson Guerrero', 'Yenny Paola Vega', 'Catalina Sandino Moreno', 'Guilied Lopez']"
Fateless,['Lajos Koltai'],"['András M. Kecskés', 'Áron Dimény', 'Bálint Péntek', 'Béla Dóra', 'Dani Szabó', 'Endre Harkányi', 'Gábor Nyiri', 'Jenö Nagy', 'Marcell Nagy', 'Márton Brezina', 'Péter Fancsikai', 'Péter Vida', 'Tibor Mertz', 'Zoltán Bukovszki', 'Zsolt Dér']"
Happy as Lazzaro,['Alice Rohrwacher'],"['Alessandro Genovesi', 'Annunziata Capretto', 'Antonio Salines', 'Carlo Massimino', 'Daria Pascal Attolini', 'Davide Denci', 'Ettore Scarpa', 'Gala Othero Winter', 'Giulia Caccavello', 'Leonardo Nigro', 'Luca Chikovani', 'Adriano Tardiolo', 'Agnese Graziani', 'Alba Rohrwacher', 'Alessandro Genovesi', 'Antonio Salines', 'Carlo Massimino', 'Daria Pascal Attolini', 'David Bennent', 'Davide Denci', 'Elisabetta Rocchetti', 'Luca Chikovani', 'Maddalena Baiocco', 'Natalino Balasso', 'Nicoletta Braschi', 'Sergi López', 'Tommaso Ragno']"
The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,['Errol Morris'],"['Barry Goldwater', 'Curtis LeMay', 'Errol Morris', 'Franklin Delano Roosevelt', 'Harry Reasoner', 'Lyndon Johnson', 'Nikita Khrushchev', 'Woodrow Wilson', 'Fidel Castro', 'John F. Kennedy', 'Richard Nixon', 'Robert McNamara']"
Uncle Boonmee Who Can Recall His Past Lives,['Apichatpong Weerasethakul'],"['Jenjira Pongpas', 'Matthieu Ly', 'Sakda Kaewbuadee', 'Thanapat Saisaymar', 'Vien Pimdee']"
Brokeback Mountain,['Ang Lee'],"['Anna Faris', 'Anne Hathaway', 'David Harbour', 'David Trimble', 'Kate Mara', 'Lachlan Mackintosh', 'Larry Reese', 'Linda Cardellini', 'Marty Antonini', 'Randy Quaid', 'Valerie Planche', 'Victor Reyes', 'Heath Ledger', 'Jake Gyllenhaal', 'Michelle Williams']"
Cemetery of Splendor,['Apichatpong Weerasethakul'],"['Apinya Unphanlam', 'Banlop Lomnoi', 'Bhattaratorn Senkraigul', 'Boonyarak Bodlakorn', 'Jarinpattra Rueangram', 'Jenjira Jansuda', 'Jenjira Pongpas', 'Kammanit Sansuklerd', 'Petcharat Chaiburi', 'Pongsadhorn Lertsukon', 'Richard Abramson', 'Sakda Kaewbuadee', 'Sasipim Piwansenee', 'Sujittraporn Wongsrikeaw', 'Tawatchai Buawat', 'Wacharee Nagvichien']"
The Kid with a Bike,"['Jean-Pierre Dardenne', 'Luc Dardenne']","['Batiste Sornin', 'Carl Jadot', 'Cécile De France', 'Claudy Delfosse', 'Egon Di Mateo', 'Fabrizio Rongione', 'Frédéric Dussenne', 'Hicham Slaoui', 'Jean-Michel Balthazar', 'Jérémie Renier', 'Myriem Akeddiou', 'Olivier Gourmet', 'Samuel De Rijk', 'Sandra Raco', 'Thomas Doret', 'Cécile De France', 'Egon Di Mateo', 'Fabrizio Rongione', 'Jérémie Renier', 'Olivier Gourmet', 'Thomas Doret']"
Mutiny on the Bounty,['Frank Lloyd'],"['Byron Russell', 'David Torrence', 'Mamo Clark', 'Movita', 'Percy Waram', 'Charles Laughton', 'Clark Gable', 'Donald Crisp', 'Dudley Digges', 'Eddie Quillan', 'Franchot Tone', 'Francis Lister', 'Henry Stephenson', 'Herbert Mundin', 'Spring Byington']"
Spider-Man: Into the Spider-Verse,"['Bob Persichetti', 'Peter Ramsey', 'Rodney Rothman']","['Alycia Cooper', 'Brian Tyree Henry', 'Chris Pine', 'Jessica Mikayla Adams', 'John Mulaney', 'Kathryn Hahn', 'Kimiko Glenn', 'Liev Schreiber', 'Lily Tomlin', 'Mahershala Ali', 'Melanie Haynes', 'Muneeb Rehman', 'Natalie Morales', 'Natalie Morales', 'Nick Jaine', 'Nicolas Cage', 'Shameik Moore', 'Brian Tyree Henry', 'Chris Pine', 'Hailee Steinfeld', 'Jake M. Johnson', 'John Mulaney', 'Kathryn Hahn', 'Kimiko Glenn', 'Lauren Vélez', 'Liev Schreiber', 'Lily Tomlin', 'Mahershala Ali', 'Melanie Haynes', 'Muneeb Rehman', 'Nick Jaine', 'Nicolas Cage', 'Oscar Isaac', 'Shameik Moore', 'Stan Lee', 'Zoë Kravitz']"
The Wicker Man,['Robin Hardy'],"['Barbara Rafferty', 'Ian Campbell', 'Leslie Blackater', 'Peter Brewis', 'Roy Boyd', 'Aubrey Morris', 'Britt Ekland', 'Christopher Lee', 'Diane Cilento', 'Edward Woodward', 'Ingrid Pitt', 'Irene Sunters', 'Lindsay Kemp', 'Russell Waters', 'Walter Carr']"
The Tragedy of Macbeth,['Joel Coen'],"['Ethan Hutchison', 'Jacob McCarthy', 'James Udom', 'Matt Helm', 'Max Baker', 'Alex Hassell', 'Brendan Gleeson', 'Brian Thompson', 'Corey Hawkins', 'Denzel Washington', 'Frances McDormand', 'Harry Melling', 'Miles Anderson', 'Ralph Ineson', 'Sean Patrick Thomas']"
